-------------   Fold 1 / 5  -------------

    -> 17100 training birds
    -> 4275 validation birds
    -> 24709832 trainable parameters

Epoch 1/40 	 lr=5.0e-04 	 t=273s  	 loss=0.113 	 val_loss=0.026 	 val_f1=0.000
Epoch 2/40 	 lr=1.0e-03 	 t=272s  	 loss=0.035 	 val_loss=0.025 	 val_f1=0.000
Epoch 3/40 	 lr=9.7e-04 	 t=279s  	 loss=0.032 	 val_loss=0.019 	 val_f1=0.040
Epoch 4/40 	 lr=9.5e-04 	 t=281s  	 loss=0.027 	 val_loss=0.016 	 val_f1=0.200
Epoch 5/40 	 lr=9.2e-04 	 t=281s  	 loss=0.025 	 val_loss=0.015 	 val_f1=0.343
Epoch 6/40 	 lr=8.9e-04 	 t=281s  	 loss=0.026 	 val_loss=0.014 	 val_f1=0.352
Epoch 7/40 	 lr=8.7e-04 	 t=281s  	 loss=0.024 	 val_loss=0.012 	 val_f1=0.439
Epoch 8/40 	 lr=8.4e-04 	 t=281s  	 loss=0.023 	 val_loss=0.012 	 val_f1=0.479
Epoch 9/40 	 lr=8.2e-04 	 t=280s  	 loss=0.023 	 val_loss=0.010 	 val_f1=0.525
Epoch 10/40 	 lr=7.9e-04 	 t=281s  	 loss=0.021 	 val_loss=0.011 	 val_f1=0.595
Epoch 11/40 	 lr=7.6e-04 	 t=282s  	 loss=0.022 	 val_loss=0.010 	 val_f1=0.566
Epoch 12/40 	 lr=7.4e-04 	 t=281s  	 loss=0.020 	 val_loss=0.009 	 val_f1=0.601
Epoch 13/40 	 lr=7.1e-04 	 t=281s  	 loss=0.020 	 val_loss=0.010 	 val_f1=0.591
Epoch 14/40 	 lr=6.8e-04 	 t=281s  	 loss=0.020 	 val_loss=0.010 	 val_f1=0.627
Epoch 15/40 	 lr=6.6e-04 	 t=281s  	 loss=0.019 	 val_loss=0.009 	 val_f1=0.662
Epoch 16/40 	 lr=6.3e-04 	 t=281s  	 loss=0.018 	 val_loss=0.009 	 val_f1=0.652
Epoch 17/40 	 lr=6.1e-04 	 t=282s  	 loss=0.018 	 val_loss=0.009 	 val_f1=0.677
Epoch 18/40 	 lr=5.8e-04 	 t=282s  	 loss=0.018 	 val_loss=0.009 	 val_f1=0.696
Epoch 19/40 	 lr=5.5e-04 	 t=281s  	 loss=0.018 	 val_loss=0.008 	 val_f1=0.696
Epoch 20/40 	 lr=5.3e-04 	 t=282s  	 loss=0.016 	 val_loss=0.007 	 val_f1=0.722
Epoch 21/40 	 lr=5.0e-04 	 t=281s  	 loss=0.016 	 val_loss=0.008 	 val_f1=0.715
Epoch 22/40 	 lr=4.7e-04 	 t=282s  	 loss=0.017 	 val_loss=0.007 	 val_f1=0.733
Epoch 23/40 	 lr=4.5e-04 	 t=282s  	 loss=0.016 	 val_loss=0.008 	 val_f1=0.716
Epoch 24/40 	 lr=4.2e-04 	 t=282s  	 loss=0.015 	 val_loss=0.007 	 val_f1=0.728
Epoch 25/40 	 lr=3.9e-04 	 t=282s  	 loss=0.016 	 val_loss=0.007 	 val_f1=0.741
Epoch 26/40 	 lr=3.7e-04 	 t=282s  	 loss=0.015 	 val_loss=0.007 	 val_f1=0.748
Epoch 27/40 	 lr=3.4e-04 	 t=282s  	 loss=0.014 	 val_loss=0.007 	 val_f1=0.751
Epoch 28/40 	 lr=3.2e-04 	 t=282s  	 loss=0.014 	 val_loss=0.007 	 val_f1=0.753
Epoch 29/40 	 lr=2.9e-04 	 t=280s  	 loss=0.014 	 val_loss=0.007 	 val_f1=0.755
Epoch 30/40 	 lr=2.6e-04 	 t=270s  	 loss=0.013 	 val_loss=0.006 	 val_f1=0.765
Epoch 31/40 	 lr=2.4e-04 	 t=271s  	 loss=0.014 	 val_loss=0.007 	 val_f1=0.756
Epoch 32/40 	 lr=2.1e-04 	 t=271s  	 loss=0.013 	 val_loss=0.006 	 val_f1=0.776
Epoch 33/40 	 lr=1.8e-04 	 t=270s  	 loss=0.013 	 val_loss=0.007 	 val_f1=0.765
Epoch 34/40 	 lr=1.6e-04 	 t=271s  	 loss=0.013 	 val_loss=0.006 	 val_f1=0.774
Epoch 35/40 	 lr=1.3e-04 	 t=271s  	 loss=0.013 	 val_loss=0.006 	 val_f1=0.777
Epoch 36/40 	 lr=1.1e-04 	 t=271s  	 loss=0.012 	 val_loss=0.006 	 val_f1=0.772
Epoch 37/40 	 lr=7.9e-05 	 t=270s  	 loss=0.012 	 val_loss=0.006 	 val_f1=0.782
Epoch 38/40 	 lr=5.3e-05 	 t=271s  	 loss=0.012 	 val_loss=0.006 	 val_f1=0.773
Epoch 39/40 	 lr=2.6e-05 	 t=271s  	 loss=0.011 	 val_loss=0.006 	 val_f1=0.791
Epoch 40/40 	 lr=0.0e+00 	 t=272s  	 loss=0.013 	 val_loss=0.006 	 val_f1=0.787

 -> Saving weights to ../checkpoints/2020-08-26/resnest50_fast_1s1x64d_specaugment_0.pt


-------------   Fold 2 / 5  -------------

    -> 17100 training birds
    -> 4275 validation birds
    -> 24709832 trainable parameters

Epoch 1/40 	 lr=5.0e-04 	 t=269s  	 loss=0.113 	 val_loss=0.025 	 val_f1=0.000
Epoch 2/40 	 lr=1.0e-03 	 t=271s  	 loss=0.034 	 val_loss=0.029 	 val_f1=0.003
Epoch 3/40 	 lr=9.7e-04 	 t=270s  	 loss=0.032 	 val_loss=0.018 	 val_f1=0.095
Epoch 4/40 	 lr=9.5e-04 	 t=270s  	 loss=0.027 	 val_loss=0.016 	 val_f1=0.217
Epoch 5/40 	 lr=9.2e-04 	 t=270s  	 loss=0.025 	 val_loss=0.014 	 val_f1=0.331
Epoch 6/40 	 lr=8.9e-04 	 t=270s  	 loss=0.025 	 val_loss=0.013 	 val_f1=0.403
Epoch 7/40 	 lr=8.7e-04 	 t=270s  	 loss=0.024 	 val_loss=0.012 	 val_f1=0.371
Epoch 8/40 	 lr=8.4e-04 	 t=271s  	 loss=0.023 	 val_loss=0.012 	 val_f1=0.514
Epoch 9/40 	 lr=8.2e-04 	 t=271s  	 loss=0.022 	 val_loss=0.011 	 val_f1=0.563
Epoch 10/40 	 lr=7.9e-04 	 t=270s  	 loss=0.020 	 val_loss=0.010 	 val_f1=0.600
Epoch 11/40 	 lr=7.6e-04 	 t=270s  	 loss=0.021 	 val_loss=0.010 	 val_f1=0.610
Epoch 12/40 	 lr=7.4e-04 	 t=271s  	 loss=0.020 	 val_loss=0.009 	 val_f1=0.627
Epoch 13/40 	 lr=7.1e-04 	 t=270s  	 loss=0.020 	 val_loss=0.010 	 val_f1=0.631
Epoch 14/40 	 lr=6.8e-04 	 t=272s  	 loss=0.020 	 val_loss=0.010 	 val_f1=0.646
Epoch 15/40 	 lr=6.6e-04 	 t=271s  	 loss=0.018 	 val_loss=0.009 	 val_f1=0.645
Epoch 16/40 	 lr=6.3e-04 	 t=272s  	 loss=0.018 	 val_loss=0.009 	 val_f1=0.677
Epoch 17/40 	 lr=6.1e-04 	 t=271s  	 loss=0.017 	 val_loss=0.009 	 val_f1=0.690
Epoch 18/40 	 lr=5.8e-04 	 t=271s  	 loss=0.018 	 val_loss=0.008 	 val_f1=0.695
Epoch 19/40 	 lr=5.5e-04 	 t=271s  	 loss=0.018 	 val_loss=0.008 	 val_f1=0.715
Epoch 20/40 	 lr=5.3e-04 	 t=271s  	 loss=0.016 	 val_loss=0.007 	 val_f1=0.720
Epoch 21/40 	 lr=5.0e-04 	 t=271s  	 loss=0.016 	 val_loss=0.007 	 val_f1=0.724
Epoch 22/40 	 lr=4.7e-04 	 t=271s  	 loss=0.017 	 val_loss=0.007 	 val_f1=0.736
Epoch 23/40 	 lr=4.5e-04 	 t=272s  	 loss=0.016 	 val_loss=0.007 	 val_f1=0.703
Epoch 24/40 	 lr=4.2e-04 	 t=271s  	 loss=0.015 	 val_loss=0.007 	 val_f1=0.741
Epoch 25/40 	 lr=3.9e-04 	 t=271s  	 loss=0.015 	 val_loss=0.007 	 val_f1=0.738
Epoch 26/40 	 lr=3.7e-04 	 t=271s  	 loss=0.015 	 val_loss=0.007 	 val_f1=0.753
Epoch 27/40 	 lr=3.4e-04 	 t=272s  	 loss=0.014 	 val_loss=0.006 	 val_f1=0.767
Epoch 28/40 	 lr=3.2e-04 	 t=271s  	 loss=0.014 	 val_loss=0.006 	 val_f1=0.767
Epoch 29/40 	 lr=2.9e-04 	 t=271s  	 loss=0.014 	 val_loss=0.007 	 val_f1=0.762
Epoch 30/40 	 lr=2.6e-04 	 t=272s  	 loss=0.013 	 val_loss=0.006 	 val_f1=0.777
Epoch 31/40 	 lr=2.4e-04 	 t=271s  	 loss=0.014 	 val_loss=0.007 	 val_f1=0.763
Epoch 32/40 	 lr=2.1e-04 	 t=272s  	 loss=0.013 	 val_loss=0.006 	 val_f1=0.784
Epoch 33/40 	 lr=1.8e-04 	 t=272s  	 loss=0.013 	 val_loss=0.006 	 val_f1=0.774
Epoch 34/40 	 lr=1.6e-04 	 t=271s  	 loss=0.013 	 val_loss=0.006 	 val_f1=0.786
Epoch 35/40 	 lr=1.3e-04 	 t=272s  	 loss=0.013 	 val_loss=0.006 	 val_f1=0.787
Epoch 36/40 	 lr=1.1e-04 	 t=271s  	 loss=0.012 	 val_loss=0.006 	 val_f1=0.785
Epoch 37/40 	 lr=7.9e-05 	 t=272s  	 loss=0.012 	 val_loss=0.006 	 val_f1=0.792
Epoch 38/40 	 lr=5.3e-05 	 t=271s  	 loss=0.012 	 val_loss=0.006 	 val_f1=0.791
Epoch 39/40 	 lr=2.6e-05 	 t=272s  	 loss=0.011 	 val_loss=0.005 	 val_f1=0.803
Epoch 40/40 	 lr=0.0e+00 	 t=272s  	 loss=0.013 	 val_loss=0.006 	 val_f1=0.799

 -> Saving weights to ../checkpoints/2020-08-26/resnest50_fast_1s1x64d_specaugment_1.pt


-------------   Fold 3 / 5  -------------

    -> 17100 training birds
    -> 4275 validation birds
    -> 24709832 trainable parameters

Epoch 1/40 	 lr=5.0e-04 	 t=271s  	 loss=0.113 	 val_loss=0.025 	 val_f1=0.000
Epoch 2/40 	 lr=1.0e-03 	 t=271s  	 loss=0.035 	 val_loss=0.027 	 val_f1=0.002
Epoch 3/40 	 lr=9.7e-04 	 t=271s  	 loss=0.032 	 val_loss=0.020 	 val_f1=0.064
Epoch 4/40 	 lr=9.5e-04 	 t=271s  	 loss=0.027 	 val_loss=0.017 	 val_f1=0.196
Epoch 5/40 	 lr=9.2e-04 	 t=271s  	 loss=0.025 	 val_loss=0.015 	 val_f1=0.272
Epoch 6/40 	 lr=8.9e-04 	 t=271s  	 loss=0.025 	 val_loss=0.014 	 val_f1=0.333
