
-------------   Fold 1 / 5  -------------

    -> 17100 training birds
    -> 4275 validation birds
    -> 87283273 trainable parameters

Epoch 1/40 	 lr=2.5e-04 	 t=317s  	 loss=0.0803 	 val_loss=0.0255 	 micro_f1=0.000 	 samples_f1=0.000
Epoch 2/40 	 lr=5.0e-04 	 t=318s  	 loss=0.0339 	 val_loss=0.0218 	 micro_f1=0.177 	 samples_f1=0.100
Epoch 3/40 	 lr=4.9e-04 	 t=319s  	 loss=0.0278 	 val_loss=0.0161 	 micro_f1=0.373 	 samples_f1=0.253
Epoch 4/40 	 lr=4.7e-04 	 t=319s  	 loss=0.0246 	 val_loss=0.0144 	 micro_f1=0.400 	 samples_f1=0.285
Epoch 5/40 	 lr=4.6e-04 	 t=319s  	 loss=0.0230 	 val_loss=0.0130 	 micro_f1=0.458 	 samples_f1=0.326
Epoch 6/40 	 lr=4.5e-04 	 t=343s  	 loss=0.0227 	 val_loss=0.0129 	 micro_f1=0.445 	 samples_f1=0.313
Epoch 7/40 	 lr=4.3e-04 	 t=326s  	 loss=0.0218 	 val_loss=0.0114 	 micro_f1=0.518 	 samples_f1=0.381
Epoch 8/40 	 lr=4.2e-04 	 t=338s  	 loss=0.0203 	 val_loss=0.0113 	 micro_f1=0.567 	 samples_f1=0.448
Epoch 9/40 	 lr=4.1e-04 	 t=361s  	 loss=0.0204 	 val_loss=0.0104 	 micro_f1=0.586 	 samples_f1=0.467
Epoch 10/40 	 lr=3.9e-04 	 t=337s  	 loss=0.0191 	 val_loss=0.0109 	 micro_f1=0.567 	 samples_f1=0.437
Epoch 11/40 	 lr=3.8e-04 	 t=351s  	 loss=0.0198 	 val_loss=0.0112 	 micro_f1=0.579 	 samples_f1=0.482
Epoch 12/40 	 lr=3.7e-04 	 t=358s  	 loss=0.0187 	 val_loss=0.0106 	 micro_f1=0.589 	 samples_f1=0.465
Epoch 13/40 	 lr=3.6e-04 	 t=388s  	 loss=0.0180 	 val_loss=0.0110 	 micro_f1=0.613 	 samples_f1=0.526
Epoch 14/40 	 lr=3.4e-04 	 t=334s  	 loss=0.0174 	 val_loss=0.0092 	 micro_f1=0.652 	 samples_f1=0.542
Epoch 15/40 	 lr=3.3e-04 	 t=319s  	 loss=0.0182 	 val_loss=0.0103 	 micro_f1=0.628 	 samples_f1=0.530
Epoch 16/40 	 lr=3.2e-04 	 t=319s  	 loss=0.0168 	 val_loss=0.0088 	 micro_f1=0.677 	 samples_f1=0.586
Epoch 17/40 	 lr=3.0e-04 	 t=319s  	 loss=0.0170 	 val_loss=0.0085 	 micro_f1=0.693 	 samples_f1=0.605
Epoch 18/40 	 lr=2.9e-04 	 t=319s  	 loss=0.0157 	 val_loss=0.0135 	 micro_f1=0.543 	 samples_f1=0.474
Epoch 19/40 	 lr=2.8e-04 	 t=319s  	 loss=0.0157 	 val_loss=0.0108 	 micro_f1=0.624 	 samples_f1=0.577
Epoch 20/40 	 lr=2.6e-04 	 t=319s  	 loss=0.0148 	 val_loss=0.0075 	 micro_f1=0.729 	 samples_f1=0.653
Epoch 21/40 	 lr=2.5e-04 	 t=319s  	 loss=0.0156 	 val_loss=0.0084 	 micro_f1=0.705 	 samples_f1=0.626
Epoch 22/40 	 lr=2.4e-04 	 t=319s  	 loss=0.0145 	 val_loss=0.0074 	 micro_f1=0.727 	 samples_f1=0.650
Epoch 23/40 	 lr=2.2e-04 	 t=319s  	 loss=0.0149 	 val_loss=0.0074 	 micro_f1=0.731 	 samples_f1=0.661
Epoch 24/40 	 lr=2.1e-04 	 t=320s  	 loss=0.0138 	 val_loss=0.0076 	 micro_f1=0.734 	 samples_f1=0.664
Epoch 25/40 	 lr=2.0e-04 	 t=319s  	 loss=0.0144 	 val_loss=0.0073 	 micro_f1=0.734 	 samples_f1=0.650
Epoch 26/40 	 lr=1.8e-04 	 t=320s  	 loss=0.0140 	 val_loss=0.0070 	 micro_f1=0.755 	 samples_f1=0.684
Epoch 27/40 	 lr=1.7e-04 	 t=319s  	 loss=0.0132 	 val_loss=0.0069 	 micro_f1=0.756 	 samples_f1=0.693
Epoch 28/40 	 lr=1.6e-04 	 t=319s  	 loss=0.0128 	 val_loss=0.0075 	 micro_f1=0.740 	 samples_f1=0.671
Epoch 29/40 	 lr=1.4e-04 	 t=320s  	 loss=0.0122 	 val_loss=0.0067 	 micro_f1=0.763 	 samples_f1=0.700
Epoch 30/40 	 lr=1.3e-04 	 t=320s  	 loss=0.0126 	 val_loss=0.0070 	 micro_f1=0.754 	 samples_f1=0.691
Epoch 31/40 	 lr=1.2e-04 	 t=320s  	 loss=0.0119 	 val_loss=0.0064 	 micro_f1=0.768 	 samples_f1=0.704
Epoch 32/40 	 lr=1.1e-04 	 t=320s  	 loss=0.0120 	 val_loss=0.0063 	 micro_f1=0.777 	 samples_f1=0.717
Epoch 33/40 	 lr=9.2e-05 	 t=319s  	 loss=0.0116 	 val_loss=0.0063 	 micro_f1=0.779 	 samples_f1=0.722
Epoch 34/40 	 lr=7.9e-05 	 t=320s  	 loss=0.0112 	 val_loss=0.0067 	 micro_f1=0.767 	 samples_f1=0.707
Epoch 35/40 	 lr=6.6e-05 	 t=320s  	 loss=0.0111 	 val_loss=0.0065 	 micro_f1=0.774 	 samples_f1=0.714
Epoch 36/40 	 lr=5.3e-05 	 t=320s  	 loss=0.0108 	 val_loss=0.0062 	 micro_f1=0.784 	 samples_f1=0.722
Epoch 37/40 	 lr=3.9e-05 	 t=319s  	 loss=0.0109 	 val_loss=0.0064 	 micro_f1=0.776 	 samples_f1=0.713
Epoch 38/40 	 lr=2.6e-05 	 t=321s  	 loss=0.0105 	 val_loss=0.0062 	 micro_f1=0.784 	 samples_f1=0.730
Epoch 39/40 	 lr=1.3e-05 	 t=320s  	 loss=0.0106 	 val_loss=0.0062 	 micro_f1=0.785 	 samples_f1=0.733
Epoch 40/40 	 lr=0.0e+00 	 t=320s  	 loss=0.0109 	 val_loss=0.0064 	 micro_f1=0.783 	 samples_f1=0.726

 -> Saving weights to ../checkpoints/2020-09-05/resnext101_32x8d_wsl_msdgem_0.pt


-------------   Fold 2 / 5  -------------

    -> 17100 training birds
    -> 4275 validation birds
    -> 87283273 trainable parameters

Epoch 1/40 	 lr=2.5e-04 	 t=322s  	 loss=0.0802 	 val_loss=0.0250 	 micro_f1=0.000 	 samples_f1=0.000
Epoch 2/40 	 lr=5.0e-04 	 t=323s  	 loss=0.0340 	 val_loss=0.0206 	 micro_f1=0.180 	 samples_f1=0.101
Epoch 3/40 	 lr=4.9e-04 	 t=323s  	 loss=0.0280 	 val_loss=0.0166 	 micro_f1=0.291 	 samples_f1=0.190
